MultiwiniaOptions_StartDefinition
	GameTypes	Domination 
	PopulationCap	4000
	NumPlayers	4
	  2442   8.00   1580    350  1.20   1.00     20      0     83   1.00     0
	  2382   8.00   1518    350  1.20   1.00     20      0     84   1.00     0
	  2313   8.00   1449    350  1.20   1.00     20      0     85   1.00     0
	  2248   8.00   1382    350  1.20   1.00     20      0     86   1.00     0
	  2182   8.00   1316    350  1.20   1.00     20      0     87   1.00     0
	  2115   8.00   1248    350  1.20   1.00     20      0     88   1.00     0
	  2055   8.00   1187    350  1.20   1.00     20      0     89   1.00     0
	  1985   8.00   1116    350  1.20   1.00     20      0     90   1.00     0
	  1905   8.00   1036    350  1.20   1.00     20      0     91   1.00     0
	  2737   8.00   2474    350  1.20   1.00     20      0     92   1.00     0
	  2736   8.00   2291    350  1.20   1.00     20      0     93   1.00     0
	  2739   8.00   2201    350  1.20   1.00     20      0     94   1.00     0
	  2739   8.00   2115    350  1.20   1.00     20      0     95   1.00     0
	  2740   8.00   2031    350  1.20   1.00     20      0     96   1.00     0
	  2740   8.00   1923    350  1.20   1.00     20      0     97   1.00     0
	  2738   8.00   2382    350  1.20   1.00     20      0     98   1.00     0
	  2487   8.00    167    350  1.20   1.00     20      0     99   1.00     0
	  2426   8.00    227    350  1.20   1.00     20      0    100   1.00     0
	  2368   8.00    284    350  1.20   1.00     20      0    101   1.00     0
	  2307   8.00    345    350  1.20   1.00     20      0    102   1.00     0
	  2239   8.00    413    350  1.20   1.00     20      0    103   1.00     0
	  2176   8.00    475    350  1.20   1.00     20      0    104   1.00     0
	  2113   8.00    537    350  1.20   1.00     20      0    105   1.00     0
	  2055   8.00    595    350  1.20   1.00     20      0    106   1.00     0
	  1996   8.00    654    350  1.20   1.00     20      0    107   1.00     0
	  1934   8.00    716    350  1.20   1.00     20      0    108   1.00     0
	  1875   8.00    774    350  1.20   1.00     20      0    109   1.00     0
	  1622   8.00    166    350  1.20   1.00     20      0    111   1.00     0
	  1556   8.00    232    350  1.20   1.00     20      0    110   1.00     0
	  1486   8.00    303    350  1.20   1.00     20      0    111   1.00     0
	  1418   8.00    371    350  1.20   1.00     20      0    112   1.00     0
	  1349   8.00    440    350  1.20   1.00     20      0    113   1.00     0
	  1283   8.00    507    350  1.20   1.00     20      0    114   1.00     0
	  1217   8.00    573    350  1.20   1.00     20      0    115   1.00     0
	  1145   8.00    646    350  1.20   1.00     20      0    116   1.00     0
	  1073   8.00    717    350  1.20   1.00     20      0    117   1.00     0
	  1014   8.00    777    350  1.20   1.00     20      0    118   1.00     0
	  1682   8.00    104    350  1.20   1.00     20      0    119   1.00     0
	  2413   8.00    -13    350  1.20   1.00     20      0    120   1.00     0
	  2313   8.00    -14    350  1.20   1.00     20      0    121   1.00     0
	  2206   8.00    -17    350  1.20   1.00     20      0    122   1.00     0
	  2087   8.00     -9    350  1.20   1.00     20      0    123   1.00     0
	  2489   8.00    -15    350  1.20   1.00     20      0    125   1.00     0
	  1969   8.00    -14    350  1.20   1.00     20      0    126   1.00     0
	  1569   8.00    995    350  1.20   1.00     20      0    127   1.00     0
	  1478   8.00    993    350  1.20   1.00     20      0    128   1.00     0
	  1401   8.00    991    350  1.20   1.00     20      0    129   1.00     0
	  1318   8.00    990    350  1.20   1.00     20      0    130   1.00     0
	  1235   8.00    989    350  1.20   1.00     20      0    131   1.00     0
	  1132   8.00    987    350  1.20   1.00     20      0    132   1.00     0
	  1654   8.00   1089    350  1.20   1.00     20      0    133   1.00     0
	  1654   8.00   1197    350  1.20   1.00     20      0    134   1.00     0
	  1654   8.00   1308    350  1.20   1.00     20      0    135   1.00     0
	  1654   8.00   1425    350  1.20   1.00     20      0    136   1.00     0
	  1653   8.00   1550    350  1.20   1.00     20      0    137   1.00     0
	  1651   8.00   1673    350  1.20   1.00     20      0    138   1.00     0
	  1537   8.00   1669    350  1.20   1.00     20      0    139   1.00     0
	  1438   8.00   1661    350  1.20   1.00     20      0    140   1.00     0
	  1331   8.00   1659    350  1.20   1.00     20      0    141   1.00     0
	  1225   8.00   1657    350  1.20   1.00     20      0    142   1.00     0
	  1085   8.00   1654    350  1.20   1.00     20      0    143   1.00     0
	   985   8.00   1577    350  1.20   1.00     20      0    144   1.00     0
	   987   8.00   1471    350  1.20   1.00     20      0    145   1.00     0
	   987   8.00   1372    350  1.20   1.00     20      0    146   1.00     0
	   988   8.00   1274    350  1.20   1.00     20      0    147   1.00     0
	   988   8.00   1166    350  1.20   1.00     20      0    148   1.00     0
	   989   8.00   1066    350  1.20   1.00     20      0    149   1.00     0
LandscapeTiles_EndDefinition

LandFlattenAreas_StartDefinition
	# x      y       z      size
	# ==========================
LandFlattenAreas_EndDefinition

Lights_StartDefinition
	# x      y      z        r      g      b
	# =========================================
	 -0.08   0.15   0.99     2.00   1.30   1.00
	 -0.75   0.57   0.32     0.89   0.89   0.99
Lights_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	SpawnPoint          0       150.28  149.41  0       0.62    0.78    0       
	SpawnPoint          1       145.41  2856.70 1       0.80    -0.61   0       
	SpawnPoint          2       2869.34 2873.62 2       -0.50   -0.86   0       
	SpawnPoint          3       2863.58 150.92  3       -0.67   0.75    0       
	SpawnPoint          4       152.79  1113.11 255     0.83    -0.56   0       
	SpawnPoint          5       1143.08 2868.05 255     -0.63   -0.78   0       
	SpawnPoint          6       2908.12 1851.30 255     -0.77   0.64    0       
	SpawnPoint          7       1886.08 131.22  255     0.36    0.93    0       
	SpawnPoint          8       1080.57 1076.19 255     0.70    0.72    0       
	SpawnPoint          9       1089.53 1947.95 255     0.76    -0.64   0       
	SpawnPoint          10      1961.25 1963.52 255     -0.46   -0.89   0       
	SpawnPoint          11      1953.98 1069.85 255     -0.67   0.75    0       
	SpawnPointMaster    12      1515.00 1515.00 255     1.00    0.00    1       14    13    16    15    
	SpawnLink           13      1713.34 1707.44 1       1.00    0.00    0       10    18    
	SpawnLink           14      1700.88 1273.71 1       1.00    0.00    0       11    19    
	SpawnLink           15      1279.28 1278.08 1       1.00    0.00    0       8     20    
	SpawnLink           16      1278.72 1716.20 1       1.00    0.00    0       9     17    
	SpawnLink           17      1219.30 2081.00 1       1.00    0.00    0       26    
	SpawnLink           18      2038.29 1778.16 1       1.00    0.00    0       30    
	SpawnLink           19      1790.17 929.60  1       1.00    0.00    0       34    
	SpawnLink           20      953.51  1188.55 1       1.00    0.00    0       21    
	SpawnLink           21      908.26  731.71  1       1.00    0.00    0       22    
	SpawnLink           22      532.93  684.88  1       1.00    0.00    0       23    37    
	SpawnLink           23      502.53  331.43  1       1.00    0.00    0       24    
	SpawnLink           24      324.58  70.57   1       1.00    0.00    0       0     
	SpawnLink           25      736.42  2427.49 1       1.00    0.00    0       27    38    
	SpawnLink           26      777.19  2101.26 1       1.00    0.00    0       25    
	SpawnLink           27      405.77  2471.93 1       1.00    0.00    0       28    
	SpawnLink           28      186.69  2635.64 1       1.00    0.00    0       1     
	SpawnLink           29      2477.73 2284.90 1       1.00    0.00    0       39    31    
	SpawnLink           30      2107.54 2261.34 1       1.00    0.00    0       29    
	SpawnLink           31      2500.91 2634.71 1       1.00    0.00    0       32    
	SpawnLink           32      2668.36 2853.02 1       1.00    0.00    0       2     
	SpawnLink           33      2279.01 540.28  1       1.00    0.00    0       40    35    
	SpawnLink           34      2238.03 912.62  1       1.00    0.00    0       33    
	SpawnLink           35      2640.28 496.20  1       1.00    0.00    0       36    
	SpawnLink           36      2867.90 357.48  1       1.00    0.00    0       3     
	SpawnLink           37      354.78  963.79  1       1.00    0.00    0       4     
	SpawnLink           38      939.08  2660.57 1       1.00    0.00    0       5     
	SpawnLink           39      2690.20 2039.78 1       1.00    0.00    0       6     
	SpawnLink           40      2093.18 355.69  1       1.00    0.00    0       7     
	AITarget            41      222.31  223.46  1       1.00    0.00    0       
	AITarget            42      115.52  658.91  1       1.00    0.00    0       
	AITarget            43      229.63  1076.41 1       1.00    0.00    0       
	AITarget            44      602.01  615.40  1       1.00    0.00    0       
	AITarget            46      1154.10 1022.34 1       1.00    0.00    0       
	AITarget            47      1171.16 1157.16 1       1.00    0.00    0       
	AITarget            48      1166.54 1833.58 1       1.00    0.00    0       
	AITarget            49      1832.46 1832.68 1       1.00    0.00    0       
	AITarget            50      1837.10 1164.06 1       1.00    0.00    0       
	AITarget            52      2037.25 1141.87 1       1.00    0.00    0       
	AITarget            53      1008.73 997.92  1       1.00    0.00    0       
	AITarget            54      600.62  1511.89 1       1.00    0.00    0       
	AITarget            55      1008.07 1905.90 1       1.00    0.00    0       
	AITarget            57      1015.83 2032.78 1       1.00    0.00    0       
	AITarget            58      233.01  2786.10 1       1.00    0.00    0       
	AITarget            59      640.34  2398.21 1       1.00    0.00    0       
	AITarget            60      662.26  2936.42 1       1.00    0.00    0       
	AITarget            61      1094.21 2804.37 1       1.00    0.00    0       
	AITarget            62      1488.49 2400.90 1       1.00    0.00    0       
	AITarget            63      1875.53 2011.61 1       1.00    0.00    0       
	AITarget            64      1473.49 1780.09 1       1.00    0.00    0       
	AITarget            65      1213.21 1507.13 1       1.00    0.00    0       
	AITarget            66      1764.69 1516.50 1       1.00    0.00    0       
	AITarget            67      1488.73 1216.25 1       1.00    0.00    0       
	AITarget            68      2809.09 2787.64 1       1.00    0.00    0       
	AITarget            69      2966.71 2372.28 1       1.00    0.00    0       
	AITarget            70      2819.23 1932.34 1       1.00    0.00    0       
	AITarget            71      2410.04 1534.57 1       1.00    0.00    0       
	AITarget            72      2784.23 229.54  1       1.00    0.00    0       
	AITarget            73      2396.90 622.52  1       1.00    0.00    0       
	AITarget            74      2030.84 1007.09 1       1.00    0.00    0       
	AITarget            75      2349.61 100.87  1       1.00    0.00    0       
	AITarget            76      1912.32 216.52  1       1.00    0.00    0       
	AITarget            77      1514.18 609.12  1       1.00    0.00    0       
	AITarget            45      2393.67 2391.63 1       1.00    0.00    0       
	AITarget            51      2027.88 2018.99 1       1.00    0.00    0       
Buildings_EndDefinition

