MultiwiniaOptions_StartDefinition
	GameTypes	Domination 
	PopulationCap	4000
	NumPlayers	4
	SpiritProcessor     45      1000.00 1000.00 255     0.92    -0.39   0       -1      
	SpawnLink           46      1000.00 1000.00 255     1.00    0.00    0       50    48    49    47    
	SpawnLink           47      1185.70 1183.76 255     1.00    0.00    0       51    52    76    
	SpawnLink           48      815.33  1176.39 255     1.00    0.00    0       58    74    75    
	SpawnLink           49      811.36  806.07  255     1.00    0.00    0       69    64    78    
	SpawnLink           50      1184.63 810.74  255     1.00    0.00    0       63    62    77    
	SpawnLink           51      1517.44 1109.75 255     1.00    0.00    0       61    
	SpawnLink           52      1111.12 1519.34 255     1.00    0.00    0       57    
	SpawnLink           53      1103.79 1746.21 255     1.00    0.00    0       55    14    
	SpawnLink           54      1743.82 1107.13 255     1.00    0.00    0       59    15    
	SpawnLink           55      1105.27 1977.79 255     1.00    0.00    0       2     
	SpawnLink           56      878.24  1973.90 255     1.00    0.00    0       3     
	SpawnLink           57      879.90  1747.68 255     1.00    0.00    0       56    13    
	SpawnLink           58      875.48  1507.09 255     1.00    0.00    0       53    
	SpawnLink           59      1981.09 1097.14 255     1.00    0.00    0       0     
	SpawnLink           60      1981.17 880.05  255     1.00    0.00    0       1     
	SpawnLink           61      1742.98 876.52  255     1.00    0.00    0       60    8     
	SpawnLink           62      1517.30 877.83  255     1.00    0.00    0       54    
	SpawnLink           63      1107.01 468.26  255     1.00    0.00    0       68    
	SpawnLink           64      879.85  468.92  255     1.00    0.00    0       65    
	SpawnLink           65      1104.06 238.69  255     1.00    0.00    0       66    9     
	SpawnLink           66      1100.14 11.16   255     1.00    0.00    0       7     
	SpawnLink           67      887.52  8.66    255     1.00    0.00    0       6     
	SpawnLink           68      886.68  237.53  255     1.00    0.00    0       67    10    
	SpawnLink           69      469.37  876.80  255     1.00    0.00    0       73    
	SpawnLink           70      246.01  876.73  255     1.00    0.00    0       71    11    
	SpawnLink           71      17.10   880.29  255     1.00    0.00    0       5     
	SpawnLink           72      17.11   1099.62 255     1.00    0.00    0       4     
	SpawnLink           73      246.65  1105.73 255     1.00    0.00    0       72    12    
	SpawnLink           74      469.30  1105.63 255     1.00    0.00    0       70    
	SpawnPoint          75      906.40  1087.72 255     -0.71   0.71    0       
	SpawnPoint          76      1087.59 1088.41 255     0.71    0.71    0       
	SpawnPoint          77      1088.67 909.37  255     0.71    -0.71   0       
	SpawnPoint          78      912.79  914.54  255     -0.71   -0.71   0       
	GunTurret           79      997.70  834.42  255     1.00    0.00    0       
	GunTurret           80      1169.67 991.16  255     1.00    0.00    0       
	GunTurret           81      1002.21 1161.47 255     1.00    0.00    0       
	GunTurret           82      840.59  996.18  255     1.00    0.00    0       
	AITarget            83      998.25  1859.15 255     1.00    0.00    0       
	AITarget            84      993.27  1632.70 255     1.00    0.00    0       
	AITarget            85      1425.57 1654.27 255     1.00    0.00    0       
	AITarget            86      576.62  1658.18 255     1.00    0.00    0       
	AITarget            87      1007.74 1092.71 255     1.00    0.00    0       
	AITarget            88      1010.61 908.36  255     1.00    0.00    0       
	AITarget            89      907.74  995.90  255     1.00    0.00    0       
	AITarget            90      1097.55 998.20  255     1.00    0.00    0       
	AITarget            91      1637.61 993.69  255     1.00    0.00    0       
	AITarget            92      1875.11 988.61  255     1.00    0.00    0       
	AITarget            93      1667.26 565.48  255     1.00    0.00    0       
	AITarget            94      1659.32 1424.98 255     1.00    0.00    0       
	AITarget            95      1430.49 331.88  255     1.00    0.00    0       
	AITarget            96      573.32  331.13  255     1.00    0.00    0       
	AITarget            97      333.35  571.64  255     1.00    0.00    0       
	AITarget            98      327.81  1428.88 255     1.00    0.00    0       
	AITarget            99      360.54  994.79  255     1.00    0.00    0       
	AITarget            100     998.25  359.73  255     1.00    0.00    0       
	AITarget            101     997.38  119.88  255     1.00    0.00    0       
	AITarget            102     115.53  996.38  255       1.00    0.00    0       
	SpawnPointMaster    103     1155.33 1751.89 255     1.00    0.00    0       46
	SolarPanel          17      1929.03 1931.31 2       -0.00   1.00    0       30      
	SolarPanel          104     1932.86 1811.85 2       -0.00   0.99    0       30      
	SolarPanel          105     1825.50 1932.00 2       -0.00   0.94    0       30      
	SolarPanel          16      80.37   1928.73 1       -0.00   1.00    0       31      
	SolarPanel          106     192.26  1930.80 1       -0.00   0.98    0       31      
	SolarPanel          107     89.70   1817.80 1       -0.00   0.92    0       31      
	SolarPanel          19      75.80   82.02   0       0.00    0.95    0       28          
	SolarPanel          108     89.62   187.97  0       -0.00   0.92    0       28      
	SolarPanel          109     191.52  80.49   0       0.00    0.98    0       28      
	SolarPanel          18      1934.77 75.65   3       -0.00   1.00    0       29      
	SolarPanel          110     1823.25 82.13   3       0.00    0.94    0       29      
	SolarPanel          111     1933.29 188.43  3       -0.00   0.96    0       29      

	SpawnPoint          0       1920.17 1042.81 0       -1.00   -0.00   0       
	SpawnPoint          1       1921.04 934.66  0       -1.00   -0.00   0       
	SpawnPoint          2       1044.30 1914.64 3       0.00    -1.00   0       
	SpawnPoint          3       944.16  1915.68 3       0.00    -1.00   0       
	SpawnPoint          4       62.73   1058.08 2       1.00    0.00    0       
	SpawnPoint          5       63.89   943.44  2       1.00    0.00    0       
	SpawnPoint          6       931.33  59.82   1       0.00    1.00    0       
	SpawnPoint          7       1053.72 61.78   1       0.00    1.00    0       

	LaserFence          20      338.30  331.09  0       1.00    0.00    0       21      1.00  2
	LaserFence          21      537.58  529.37  0       1.00    0.00    0       20      1.00  2
	LaserFence          22      1650.31 340.55  3       1.00    0.00    0       23      1.00  2
	LaserFence          23      1468.65 527.39  3       1.00    0.00    0       22      1.00  2
	LaserFence          24      1646.87 1642.58 2       1.00    0.00    0       25      1.00  2
	LaserFence          25      1459.10 1447.03 2       0.54    -0.84   0       24      1.00  2
	LaserFence          26      342.25  1645.66 1       1.00    0.00    0       27      1.00  2
	LaserFence          27      539.82  1452.80 1       1.00    0.00    0       26      1.00  2

	Pylon               28      231.76  225.23  255     1.00    0.00    0       32      
	Pylon               29      1774.65 227.99  255     1.00    0.00    0       33      
	Pylon               30      1771.36 1758.44 255     1.00    0.00    0       34      
	Pylon               31      226.88  1768.24 255     1.00    0.00    0       35      
	PylonEnd            32      338.30  331.09  255     1.00    0.00    0       20      
	PylonEnd            33      1650.31 340.55  255     1.00    0.00    0       22      
	PylonEnd            34      1646.87 1642.58 255     1.00    0.00    0       24      
	PylonEnd            35      342.25  1645.66 255     1.00    0.00    0       26      
Buildings_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId
	# ==================================================================================
	Darwinian        4  1000.00 1000.00    100    0      -1   0     0.0     0.0   -1   -1
InstantUnits_EndDefinition
