MultiwiniaOptions_StartDefinition
	GameTypes	Domination 
	PopulationCap	4000
	NumPlayers	3
	  2400   0.00   2137    200  1.20   1.00    300      2     29   1.00     0
	  2499   0.00   1892    200  1.20   1.00    300      2     30   1.00     0
	  2184   0.00   1260    200  1.20   1.00    300      2     31   1.00     0
	  1954   0.00   1213    200  1.20   1.00    300      2     32   1.00     0
	  1769   0.00   1176    200  1.20   1.00    300      2     33   1.00     0
	  2978   0.00   3781    200  1.20   1.00    300      2     34   1.00     0
	  3390   0.00   3746    200  1.20   1.00    300      2     35   1.00     0
	  3276   0.00   3518    200  1.20   1.00    300      2     36   1.00     0
	  3559   0.00   3284    200  1.20   1.00    300      2     37   1.00     0
	  3764   0.00   2961    200  1.20   1.00    300      2     38   1.00     0
	  3708   0.00   3765    200  1.20   1.00    300      2     39   1.00     0
	  3770   0.00   3509    200  1.20   1.00    300      2     40   1.00     0
	  3792   0.00    929    200  1.20   1.00    300      2     41   1.00     0
	  3667   0.00    661    200  1.20   1.00    300      2     42   1.00     0
	  3539   0.00    354    200  1.20   1.00    300      2     43   1.00     0
	  3289   0.00     61    200  1.20   1.00    300      2     44   1.00     0
	  3525   0.00     64    200  1.20   1.00    300      2     45   1.00     0
	  3808   0.00    105    200  1.20   1.00    300      2     46   1.00     0
	  3808   0.00    407    200  1.20   1.00    300      2     47   1.00     0
	   639   0.00      0    200  1.20   1.00    300      2     48   1.00     0
	   373   0.00    235    200  1.20   1.00    300      2     49   1.00     0
	   163   0.00    529    200  1.20   1.00    300      2     50   1.00     0
	     0   0.00    869    200  1.20   1.00    300      2     51   1.00     0
	    29   0.00    323    200  1.20   1.00    300      2     52   1.00     0
	    41   0.00     73    200  1.20   1.00    300      2     53   1.00     0
	   274   0.00     14    200  1.20   1.00    300      2     54   1.00     0
	    37   0.00   2882    200  1.20   1.00    300      2     55   1.00     0
	   204   0.00   3158    200  1.20   1.00    300      2     56   1.00     0
	   442   0.00   3466    200  1.20   1.00    300      2     57   1.00     0
	   711   0.00   3720    200  1.20   1.00    300      2     58   1.00     0
	   364   0.00   3751    200  1.20   1.00    300      2     59   1.00     0
	   120   0.00   3650    200  1.20   1.00    300      2     60   1.00     0
	    59   0.00   3347    200  1.20   1.00    300      2     61   1.00     0
LandscapeTiles_EndDefinition

LandFlattenAreas_StartDefinition
	# x      y       z      size
	# ==========================
LandFlattenAreas_EndDefinition

Lights_StartDefinition
	# x      y      z        r      g      b
	# =========================================
	  0.83   0.27   0.48     0.81   0.81   0.81
	  1.00   0.00   0.06     3.19   2.07   1.22
Lights_EndDefinition

Buildings_StartDefinition
	# Type              id      x       z       tm      rx      rz      isGlobal
	# ==========================================================================
	SpawnPoint          0       1179.53 2363.55 0       -0.94   0.33    0       
	SpawnPoint          1       1975.51 907.05  1       0.22    -0.98   0       
	SpawnPoint          2       2882.46 2444.97 2       0.80    0.61    0       
	SpawnPoint          3       1774.67 1977.03 255     0.80    -0.61   0       
	SpawnPoint          4       2133.46 1989.28 255     -0.63   -0.78   0       
	SpawnPoint          5       1984.08 1668.39 255     0.07    1.00    0       
	SpawnPoint          6       408.19  2905.69 255     0.92    -0.39   0       
	SpawnPoint          7       1969.66 165.77  255     0.02    1.00    0       
	SpawnPoint          8       378.79  1059.07 255     0.83    0.56    0       
	SpawnPoint          9       164.88  1975.69 255     1.00    0.10    0       
	SpawnPoint          10      1107.78 157.96  255     0.36    0.93    0       
	SpawnPoint          11      3505.75 2932.33 255     -0.77   -0.64   0       
	SpawnPoint          12      2000.37 3835.84 255     0.17    -0.99   0       
	SpawnPoint          13      1066.48 3578.31 255     0.70    -0.72   0       
	SpawnPoint          14      2943.96 3561.26 255     -0.55   -0.84   0       
	SpawnPoint          15      3647.81 1147.59 255     -0.98   0.21    0       
	SpawnPoint          16      3075.67 251.33  255     -0.55   0.84    0       
	SpawnPoint          17      3778.88 2037.66 255     -1.00   0.06    0       
	SpawnLink           22      2051.26 1345.64 255     1.00    0.00    0       30    29    1     5     
	SpawnLink           23      2511.51 2287.76 255     1.00    0.00    0       4     2     26    27    
	SpawnLink           24      1498.17 2154.59 255     1.00    0.00    0       0     3     25    20    
	TrunkPort           18      1962.60 1891.46 255     0.02    -1.00   1       -1      
	SpawnLink           20      1181.93 2898.61 255     1.00    0.00    0       6     13    21    
	SpawnLink           21      1650.50 3414.74 255     1.00    0.00    0       12    
	SpawnLink           25      688.39  2299.07 255     1.00    0.00    0       9     
	SpawnLink           26      2741.17 3122.69 255     1.00    0.00    0       14    
	SpawnLink           27      3317.15 2274.03 255     1.00    0.00    0       11    17    28    
	SpawnLink           28      3367.43 1662.09 255     1.00    0.00    0       15    
	SpawnLink           29      2415.42 595.77  255     1.00    0.00    0       16    
	SpawnLink           30      1564.84 611.92  255     1.00    0.00    0       31    7     10    
	SpawnLink           31      1034.98 992.83  255     1.00    0.00    0       8     
	SpawnLink           32      1908.23 1888.39 255     1.00    0.00    0       24    22    23    
	SpawnPointMaster    19      1607.32 2238.98 255     1.00    0.00    0       32    
	JumpPad             33      584.51  1161.96 255     0.94    0.34    0       107.00 1.00 
	JumpPad             34      3443.97 1226.17 255     -0.97   0.26    0       107.00 1.00 
	JumpPad             35      1952.40 3631.84 255     -0.03   -1.00   0       117.00 1.00 
	AITarget            36      1983.39 1734.69 255     1.00    0.00    0       
	AITarget            37      2084.69 1936.82 255     1.00    0.00    0       
	AITarget            38      1825.58 1944.27 255     1.00    0.00    0       
	AITarget            39      1481.32 1529.93 255     1.00    0.00    0       
	AITarget            40      2487.16 1600.15 255     1.00    0.00    0       
	AITarget            41      1973.36 2450.69 255     1.00    0.00    0       
	AITarget            42      2830.88 1336.95 255     1.00    0.00    0       
	AITarget            43      1988.47 2834.63 255     1.00    0.00    0       
	AITarget            44      1187.80 1284.64 255     1.00    0.00    0       
	AITarget            45      1549.85 989.10  255     1.00    0.00    0       
	AITarget            46      1969.51 812.40  255     1.00    0.00    0       
	AITarget            47      2462.13 1010.93 255     1.00    0.00    0       
	AITarget            48      2938.04 1871.44 255     1.00    0.00    0       
	AITarget            49      2934.38 2483.28 255     1.00    0.00    0       
	AITarget            50      2507.01 2703.29 255     1.00    0.00    0       
	AITarget            51      1479.10 2734.98 255     1.00    0.00    0       
	AITarget            52      1117.01 2391.82 255     1.00    0.00    0       
	AITarget            53      1056.59 1823.02 255     1.00    0.00    0       
	AITarget            54      3451.81 2893.45 255     1.00    0.00    0       
	AITarget            55      3175.16 2694.51 255     1.00    0.00    0       
	AITarget            56      1973.92 223.80  255     1.00    0.00    0       
	AITarget            57      1977.29 535.72  255     1.00    0.00    0       
	AITarget            58      798.95  2665.25 255     1.00    0.00    0       
	AITarget            59      456.09  2881.41 255     1.00    0.00    0       
	AITarget            60      231.74  1979.33 255     1.00    0.00    0       
	AITarget            61      427.99  1087.71 255     1.00    0.00    0       
	AITarget            62      1126.44 215.24  255     1.00    0.00    0       
	AITarget            63      3035.09 319.30  255     1.00    0.00    0       
	AITarget            64      3595.07 1169.53 255     1.00    0.00    0       
	AITarget            65      3719.49 2038.40 255     1.00    0.00    0       
	AITarget            66      2912.30 3510.57 255     1.00    0.00    0       
	AITarget            67      2004.97 3781.48 255     1.00    0.00    0       
	AITarget            68      1103.28 3533.75 255     1.00    0.00    0       
	AITarget            69      306.76  2421.69 255     1.00    0.00    0       
	AITarget            70      322.82  1535.08 255     1.00    0.00    0       
	AITarget            71      747.37  591.45  255     1.00    0.00    0       
	AITarget            72      1543.82 191.37  255     1.00    0.00    0       
	AITarget            73      2537.68 201.03  255     1.00    0.00    0       
	AITarget            74      3338.65 666.10  255     1.00    0.00    0       
	AITarget            75      3688.21 1617.55 255     1.00    0.00    0       
	AITarget            76      3645.66 2461.14 255     1.00    0.00    0       
	AITarget            77      3234.91 3231.35 255     1.00    0.00    0       
	AITarget            78      2476.12 3698.17 255     1.00    0.00    0       
	AITarget            79      1538.80 3730.88 255     1.00    0.00    0       
	AITarget            80      717.42  3247.18 255     1.00    0.00    0       
	Tree                81      2374.02 2478.04 255     1.00    0.00    0       150.00  1.00    1.00    1.00    6       0       2097184255  -937820291  30      
	Tree                82      2644.63 2036.33 255     1.00    0.00    0       147.55  1.00    1.00    1.00    6       17349   2097184255  -937820291  30      
	Tree                83      2443.35 2148.93 255     1.00    0.00    0       163.75  1.00    1.00    1.00    6       17401   2097184255  -937820291  30      
	Tree                84      2278.88 2420.07 255     1.00    0.00    0       135.66  1.00    1.00    1.00    6       17480   2097184255  -937820291  30      
	Tree                85      1670.01 2404.64 255     1.00    0.00    0       167.34  1.00    1.00    1.00    6       17551   2097184255  -937820291  30      
	Tree                86      1479.59 2052.64 255     1.00    0.00    0       168.77  1.00    1.00    1.00    6       17609   2097184255  -937820291  30      
	Tree                87      1424.11 1901.73 255     1.00    0.00    0       142.84  1.00    1.00    1.00    6       17779   2097184255  -937820291  30      
	Tree                88      1823.80 1342.08 255     1.00    0.00    0       159.04  1.00    1.00    1.00    6       17828   2097184255  -937820291  30      
	Tree                89      1918.18 1244.04 255     1.00    0.00    0       159.76  1.00    1.00    1.00    6       17859   2097184255  -937820291  30      
	Tree                90      2263.59 1331.86 255     1.00    0.00    0       161.19  1.00    1.00    1.00    6       17920   2097184255  -937820291  30      
	Tree                91      3157.96 1061.77 255     1.00    0.00    0       162.63  1.00    1.00    1.00    6       17978   2097184255  -937820291  30      
	Tree                92      2947.47 826.54  255     1.00    0.00    0       133.11  1.00    1.00    1.00    6       17999   2097184255  -937820291  30      
	Tree                93      2640.65 650.25  255     1.00    0.00    0       148.58  1.00    1.00    1.00    6       18017   2097184255  -937820291  30      
	Tree                94      2338.10 590.76  255     1.00    0.00    0       149.30  1.00    1.00    1.00    6       18048   2097184255  -937820291  30      
	Tree                95      1362.27 625.12  255     1.00    0.00    0       150.02  1.00    1.00    1.00    6       18078   2097184255  -937820291  30      
	Tree                96      1398.48 713.29  255     1.00    0.00    0       165.50  1.00    1.00    1.00    6       18097   2097184255  -937820291  30      
	Tree                97      1207.33 737.62  255     1.00    0.00    0       166.22  1.00    1.00    1.00    6       18127   2097184255  -937820291  30      
	Tree                98      896.10  1054.13 255     1.00    0.00    0       152.17  1.00    1.00    1.00    6       18167   2097184255  -937820291  30      
	Tree                99      804.91  1436.45 255     1.00    0.00    0       154.33  1.00    1.00    1.00    6       18259   2097184255  -937820291  30      
	Tree                100     683.35  1722.45 255     1.00    0.00    0       155.05  1.00    1.00    1.00    6       18286   2097184255  -937820291  30      
	Tree                101     662.49  1997.42 255     1.00    0.00    0       141.00  1.00    1.00    1.00    6       18326   2097184255  -937820291  30      
	Tree                102     738.58  2201.78 255     1.00    0.00    0       157.20  1.00    1.00    1.00    6       18378   2097184255  -937820291  30      
	Tree                103     611.51  2263.96 255     1.00    0.00    0       127.68  1.00    1.00    1.00    6       18396   2097184255  -937820291  30      
	Tree                104     1108.89 2831.81 255     1.00    0.00    0       128.40  1.00    1.00    1.00    6       18426   2097184255  -937820291  30      
	Tree                105     1266.34 3060.57 255     1.00    0.00    0       129.11  1.00    1.00    1.00    6       18457   2097184255  -937820291  30      
	Tree                106     1228.29 3186.29 255     1.00    0.00    0       160.07  1.00    1.00    1.00    6       18497   2097184255  -937820291  30      
	Tree                107     1440.44 3151.61 255     1.00    0.00    0       130.55  1.00    1.00    1.00    6       18515   2097184255  -937820291  30      
	Tree                108     1591.35 3283.03 255     1.00    0.00    0       131.27  1.00    1.00    1.00    6       18545   2097184255  -937820291  30      
	Tree                109     2421.96 3237.97 255     1.00    0.00    0       147.47  1.00    1.00    1.00    6       18597   2097184255  -937820291  30      
	Tree                110     2160.81 3180.44 255     1.00    0.00    0       162.94  1.00    1.00    1.00    6       18616   2097184255  -937820291  30      
	Tree                111     2655.06 3100.34 255     1.00    0.00    0       163.66  1.00    1.00    1.00    6       18646   2097184255  -937820291  30      
	Tree                112     2956.28 3018.32 255     1.00    0.00    0       164.38  1.00    1.00    1.00    6       18677   2097184255  -937820291  30      
	Tree                113     3304.06 2327.48 255     1.00    0.00    0       135.58  1.00    1.00    1.00    6       18725   2097184255  -937820291  30      
	Tree                114     3277.85 2149.92 255     1.00    0.00    0       166.53  1.00    1.00    1.00    6       18765   2097184255  -937820291  30      
	Tree                115     3275.93 1989.72 255     1.00    0.00    0       167.25  1.00    1.00    1.00    6       18796   2097184255  -937820291  30      
	Tree                116     3293.08 1791.01 255     1.00    0.00    0       167.97  1.00    1.00    1.00    6       18826   2097184255  -937820291  30      
	Tree                117     497.04  3614.29 255     1.00    0.00    0       182.31  1.00    1.00    1.00    6       18945   2097184255  -937820291  30      
	Tree                118     182.35  3019.59 255     1.00    0.00    0       183.08  1.00    1.00    1.00    6       18976   2097184255  -937820291  30      
	Tree                119     764.98  3831.37 255     1.00    0.00    0       168.09  1.00    1.00    1.00    6       19015   2097184255  -937820291  30      
	Tree                120     3041.87 3830.11 255     1.00    0.00    0       168.86  1.00    1.00    1.00    6       19046   2097184255  -937820291  30      
	Tree                121     3870.09 3632.61 255     1.00    0.00    0       137.35  1.00    1.00    1.00    6       19064   2097184255  -937820291  30      
	Tree                122     3612.55 3384.75 255     1.00    0.00    0       170.39  1.00    1.00    1.00    6       19104   2097184255  -937820291  30      
	Tree                123     3894.64 3094.41 255     1.00    0.00    0       171.16  1.00    1.00    1.00    6       19134   2097184255  -937820291  30      
	Tree                124     3655.40 432.12  255     1.00    0.00    0       156.17  1.00    1.00    1.00    6       19174   2097184255  -937820291  30      
	Tree                125     3700.50 802.75  255     1.00    0.00    0       156.94  1.00    1.00    1.00    6       19205   2097184255  -937820291  30      
	Tree                126     3830.28 1085.47 255     1.00    0.00    0       157.71  1.00    1.00    1.00    6       19235   2097184255  -937820291  30      
	Tree                127     3444.09 207.89  255     1.00    0.00    0       158.47  1.00    1.00    1.00    6       19263   2097184255  -937820291  30      
	Tree                128     525.74  386.18  255     1.00    0.00    0       143.48  1.00    1.00    1.00    6       19302   2097184255  -937820291  30      
	Tree                129     138.53  375.21  255     1.00    0.00    0       144.25  1.00    1.00    1.00    6       19333   2097184255  -937820291  30      
	Tree                130     318.06  114.69  255     1.00    0.00    0       145.78  1.00    1.00    1.00    6       19394   2097184255  -937820291  30      
	AITarget            131     584.51  1161.96 255     1.00    0.00    0       
	AITarget            132     3443.97 1226.17 255     1.00    0.00    0       
	AITarget            133     1952.40 3631.84 255     1.00    0.00    0       
Buildings_EndDefinition

InstantUnits_StartDefinition
	# Type         team    x       z   count  inUnit state   spread  waypointX waypointZ  routeId
	# ==================================================================================
	Darwinian        0  1117.01 2391.82   20    0      -1   50    0.0     0.0   -1   -1
	Darwinian        1  1969.51 812.40    20    0      -1   50    0.0     0.0   -1   -1
	Darwinian        2  2934.38 2483.28   20    0      -1   50    0.0     0.0   -1   -1      
InstantUnits_EndDefinition

CameraMounts_StartDefinition
	# Name	          Pos                   Front          Up
	# =========================================================================
	player0          906.56  311.86 2588.36 0.62 -0.61 -0.49 0.48 0.79 -0.38
	player1         1971.15  268.73  592.82 -0.00 -0.58 0.82 -0.00 0.82 0.58
	player2         3135.13  267.47 2620.31 -0.67 -0.59 -0.46 -0.49 0.81 -0.33
CameraMounts_EndDefinition
